loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,mnli_matched_loss,mnli_matched_accuracy,mnli_matched_runtime,mnli_matched_samples_per_second,mnli_matched_steps_per_second,mnli_mismatched_loss,mnli_mismatched_accuracy,mnli_mismatched_runtime,mnli_mismatched_samples_per_second,mnli_mismatched_steps_per_second
0.8490717163085938,13.078166007995605,1.972892220773577e-05,0.04074315514993481,500,,,,,,,,,,,,,,,,,,,,
0.6611880493164063,6.243322849273682,1.945730117340287e-05,0.08148631029986962,1000,,,,,,,,,,,,,,,,,,,,
0.6065051879882812,6.863010406494141,1.9185680139069973e-05,0.12222946544980444,1500,,,,,,,,,,,,,,,,,,,,
0.5907832641601563,7.787161350250244,1.891405910473707e-05,0.16297262059973924,2000,,,,,,,,,,,,,,,,,,,,
0.5654505004882813,10.66730785369873,1.8642438070404173e-05,0.20371577574967406,2500,,,,,,,,,,,,,,,,,,,,
0.5397528686523437,6.1487507820129395,1.8370817036071274e-05,0.24445893089960888,3000,,,,,,,,,,,,,,,,,,,,
0.5415055541992188,6.344176769256592,1.8099196001738376e-05,0.28520208604954367,3500,,,,,,,,,,,,,,,,,,,,
0.5163956909179688,9.621498107910156,1.7827574967405478e-05,0.3259452411994785,4000,,,,,,,,,,,,,,,,,,,,
0.5208818359375,9.504307746887207,1.755595393307258e-05,0.3666883963494133,4500,,,,,,,,,,,,,,,,,,,,
0.5056903686523437,6.1898088455200195,1.728433289873968e-05,0.4074315514993481,5000,,,,,,,,,,,,,,,,,,,,
0.499910888671875,7.274782657623291,1.701271186440678e-05,0.44817470664928294,5500,,,,,,,,,,,,,,,,,,,,
0.49672021484375,6.1878228187561035,1.674109083007388e-05,0.48891786179921776,6000,,,,,,,,,,,,,,,,,,,,
0.491934814453125,4.778132438659668,1.6469469795740983e-05,0.5296610169491526,6500,,,,,,,,,,,,,,,,,,,,
0.47633740234375,5.680876731872559,1.6197848761408085e-05,0.5704041720990873,7000,,,,,,,,,,,,,,,,,,,,
0.48006982421875,5.832892894744873,1.5926227727075186e-05,0.6111473272490222,7500,,,,,,,,,,,,,,,,,,,,
0.48210272216796873,4.699972629547119,1.5654606692742288e-05,0.651890482398957,8000,,,,,,,,,,,,,,,,,,,,
0.4719773559570313,6.536838531494141,1.538298565840939e-05,0.6926336375488917,8500,,,,,,,,,,,,,,,,,,,,
0.47841238403320313,5.569195747375488,1.511136462407649e-05,0.7333767926988266,9000,,,,,,,,,,,,,,,,,,,,
0.46125350952148436,6.933944225311279,1.4839743589743592e-05,0.7741199478487614,9500,,,,,,,,,,,,,,,,,,,,
0.46006500244140625,7.117440700531006,1.4568122555410693e-05,0.8148631029986962,10000,,,,,,,,,,,,,,,,,,,,
0.468535888671875,7.829463005065918,1.4296501521077792e-05,0.855606258148631,10500,,,,,,,,,,,,,,,,,,,,
0.4583150634765625,7.505943775177002,1.4024880486744893e-05,0.8963494132985659,11000,,,,,,,,,,,,,,,,,,,,
0.4593179016113281,6.929636478424072,1.3753259452411995e-05,0.9370925684485006,11500,,,,,,,,,,,,,,,,,,,,
0.4488466491699219,6.36875057220459,1.3481638418079097e-05,0.9778357235984355,12000,,,,,,,,,,,,,,,,,,,,
,,,1.0,12272,0.4254729449748993,0.8361691288843607,15.1953,645.923,20.204,,,,,,,,,,,,,,,
0.40171994018554685,6.117507457733154,1.3210017383746199e-05,1.0185788787483703,12500,,,,,,,,,,,,,,,,,,,,
0.3376209716796875,5.808748245239258,1.29383963494133e-05,1.0593220338983051,13000,,,,,,,,,,,,,,,,,,,,
0.344445068359375,7.028751850128174,1.2666775315080402e-05,1.1000651890482398,13500,,,,,,,,,,,,,,,,,,,,
0.3455759887695313,7.790998458862305,1.23951542807475e-05,1.1408083441981747,14000,,,,,,,,,,,,,,,,,,,,
0.35145318603515624,3.000354290008545,1.2123533246414602e-05,1.1815514993481095,14500,,,,,,,,,,,,,,,,,,,,
0.3408988952636719,6.786212921142578,1.1851912212081704e-05,1.2222946544980444,15000,,,,,,,,,,,,,,,,,,,,
0.34495278930664064,6.116368293762207,1.1580291177748805e-05,1.263037809647979,15500,,,,,,,,,,,,,,,,,,,,
0.3428761901855469,7.203455448150635,1.1308670143415907e-05,1.303780964797914,16000,,,,,,,,,,,,,,,,,,,,
0.3450167541503906,8.420942306518555,1.1037049109083009e-05,1.3445241199478488,16500,,,,,,,,,,,,,,,,,,,,
0.35009347534179686,8.840088844299316,1.076542807475011e-05,1.3852672750977835,17000,,,,,,,,,,,,,,,,,,,,
0.34087322998046876,6.0767436027526855,1.049380704041721e-05,1.4260104302477183,17500,,,,,,,,,,,,,,,,,,,,
0.3384752197265625,5.704891204833984,1.022218600608431e-05,1.4667535853976532,18000,,,,,,,,,,,,,,,,,,,,
0.3383680419921875,9.960634231567383,9.950564971751412e-06,1.5074967405475879,18500,,,,,,,,,,,,,,,,,,,,
0.33607302856445315,5.205428600311279,9.678943937418514e-06,1.548239895697523,19000,,,,,,,,,,,,,,,,,,,,
0.3419884033203125,4.609706878662109,9.407322903085616e-06,1.5889830508474576,19500,,,,,,,,,,,,,,,,,,,,
0.3403772277832031,5.631674289703369,9.135701868752716e-06,1.6297262059973925,20000,,,,,,,,,,,,,,,,,,,,
0.3362467346191406,6.007964134216309,8.864080834419818e-06,1.6704693611473274,20500,,,,,,,,,,,,,,,,,,,,
0.3371645202636719,9.533254623413086,8.59245980008692e-06,1.711212516297262,21000,,,,,,,,,,,,,,,,,,,,
0.333902587890625,14.760737419128418,8.32083876575402e-06,1.7519556714471969,21500,,,,,,,,,,,,,,,,,,,,
0.3321210327148437,4.551612854003906,8.049217731421121e-06,1.7926988265971318,22000,,,,,,,,,,,,,,,,,,,,
0.3325196838378906,13.336743354797363,7.777596697088223e-06,1.8334419817470664,22500,,,,,,,,,,,,,,,,,,,,
0.3341304931640625,11.482847213745117,7.5059756627553245e-06,1.8741851368970013,23000,,,,,,,,,,,,,,,,,,,,
0.3368756103515625,3.097480535507202,7.234354628422425e-06,1.9149282920469362,23500,,,,,,,,,,,,,,,,,,,,
0.3398858947753906,3.763726234436035,6.962733594089527e-06,1.9556714471968708,24000,,,,,,,,,,,,,,,,,,,,
0.3268632507324219,4.930908203125,6.691112559756629e-06,1.996414602346806,24500,,,,,,,,,,,,,,,,,,,,
,,,2.0,24544,0.4336777329444885,0.8420784513499745,15.9402,615.739,19.26,,,,,,,,,,,,,,,
0.2507157897949219,9.801762580871582,6.419491525423729e-06,2.0371577574967406,25000,,,,,,,,,,,,,,,,,,,,
0.22940911865234376,11.612812995910645,6.1478704910908306e-06,2.077900912646675,25500,,,,,,,,,,,,,,,,,,,,
0.23722981262207032,8.542718887329102,5.876249456757932e-06,2.1186440677966103,26000,,,,,,,,,,,,,,,,,,,,
0.2424527587890625,6.014408588409424,5.604628422425034e-06,2.159387222946545,26500,,,,,,,,,,,,,,,,,,,,
0.2335845947265625,3.9352197647094727,5.333007388092134e-06,2.2001303780964796,27000,,,,,,,,,,,,,,,,,,,,
0.23349708557128906,7.637985706329346,5.061386353759236e-06,2.2408735332464147,27500,,,,,,,,,,,,,,,,,,,,
0.24054376220703125,8.152220726013184,4.789765319426337e-06,2.2816166883963493,28000,,,,,,,,,,,,,,,,,,,,
0.22097752380371094,9.632610321044922,4.518144285093438e-06,2.322359843546284,28500,,,,,,,,,,,,,,,,,,,,
0.23433668518066406,7.661739826202393,4.246523250760539e-06,2.363102998696219,29000,,,,,,,,,,,,,,,,,,,,
0.22776852416992188,10.940817832946777,3.974902216427641e-06,2.4038461538461537,29500,,,,,,,,,,,,,,,,,,,,
0.236477294921875,6.024930000305176,3.703281182094742e-06,2.444589308996089,30000,,,,,,,,,,,,,,,,,,,,
0.23382933044433593,5.172402381896973,3.4316601477618427e-06,2.4853324641460235,30500,,,,,,,,,,,,,,,,,,,,
0.2309245300292969,10.89422607421875,3.1600391134289444e-06,2.526075619295958,31000,,,,,,,,,,,,,,,,,,,,
0.22956613159179687,13.834132194519043,2.8884180790960453e-06,2.5668187744458932,31500,,,,,,,,,,,,,,,,,,,,
0.2253853302001953,7.029417991638184,2.616797044763147e-06,2.607561929595828,32000,,,,,,,,,,,,,,,,,,,,
0.23612342834472655,5.216897010803223,2.345176010430248e-06,2.648305084745763,32500,,,,,,,,,,,,,,,,,,,,
0.23280511474609375,9.318384170532227,2.073554976097349e-06,2.6890482398956976,33000,,,,,,,,,,,,,,,,,,,,
0.23510774230957032,12.735735893249512,1.8019339417644505e-06,2.7297913950456323,33500,,,,,,,,,,,,,,,,,,,,
0.2388759307861328,2.3942787647247314,1.5303129074315518e-06,2.770534550195567,34000,,,,,,,,,,,,,,,,,,,,
0.23643939208984374,9.681511878967285,1.2586918730986528e-06,2.811277705345502,34500,,,,,,,,,,,,,,,,,,,,
0.2206165771484375,5.487811088562012,9.870708387657541e-07,2.8520208604954367,35000,,,,,,,,,,,,,,,,,,,,
